loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,text_risk_prob,text_risk,annual_income_safe,loan_to_income_ratio,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category,loan_intent
L1339,22,Male,Tutor,31000,4000,Education,575,1,Purchasing specialized textbooks and materials for new subjects I am tutoring.,0,Neutral,0.5078220963478088,1,31000,0.1290322580645161,1,3,0,1,1,14,High,Personal/Lifestyle
L1340,38,Female,Lawyer,132000,34000,Home,800,1,Funds needed for the purchase of an antique vehicle restoration project.,1,Neutral,0.5699962377548218,1,132000,0.2575757575757575,1,0,1,1,0,6,Medium,Basic Needs/Survival
L1341,45,Male,Driver,47000,11000,Personal,580,3,"My child requires extensive orthodontic work, and I need this loan to cover the initial retainer fee. I’m stretching every dollar.",0,Neutral,0.71722811460495,2,47000,0.2340425531914893,1,3,1,2,2,20,High,Personal/Lifestyle
L1342,52,Female,Doctor,210000,65000,Medical,845,1,Funding the acquisition of a cutting-edge robotic surgery platform.,1,Neutral,0.434408962726593,1,210000,0.3095238095238095,1,0,1,1,1,7,Medium,Business/Investment
L1343,26,Male,Retail Manager,50000,14000,Business,668,2,Need capital for a significant inventory markdown event to clear space for new stock.,0,Neutral,0.6843993663787842,2,50000,0.28,1,2,1,1,1,15,High,Business/Investment
L1344,60,Female,Accountant,102000,21000,Education,758,1,Paying off the final loan installment for my CPA firm's software licensing.,1,Neutral,0.5014147162437439,1,102000,0.2058823529411764,1,0,1,1,1,7,Medium,Business/Investment
L1345,33,Male,Electrician,78000,18000,Home,700,1,Financing the replacement of old exterior wiring throughout the property.,1,Neutral,0.5028785467147827,1,78000,0.2307692307692307,1,1,1,1,0,9,Medium,Basic Needs/Survival
L1346,48,Female,Scientist,155000,40000,Business,818,1,Securing an exclusive patent license for a novel chemical compound.,1,Neutral,0.4861670434474945,1,155000,0.2580645161290322,1,0,1,1,1,7,Medium,Business/Investment
L1347,21,Male,Dishwasher,22000,3500,Personal,512,0,I made a few bad bets and owe money to unsavory people. I need this cash immediately to avoid serious trouble.,0,Negative,0.7307837009429932,2,22000,0.1590909090909091,2,3,0,0,2,17,High,Personal/Lifestyle
L1348,54,Female,Teacher,74000,16000,Medical,735,1,Covering elective but highly recommended preventative screenings for my spouse.,1,Neutral,0.4327094852924347,1,74000,0.2162162162162162,1,1,1,1,1,10,Medium,Personal/Lifestyle
L1349,36,Male,Software Developer,128000,32000,Personal,798,1,Need short-term capital to cover a gap while waiting for a large stock option vesting.,1,Neutral,0.5206151008605957,1,128000,0.25,1,0,1,1,2,8,Medium,Basic Needs/Survival
L1350,44,Female,Manager,110000,26000,Home,772,1,Financing a major upgrade to the home's insulation and energy efficiency.,1,Positive,0.4840205907821655,1,110000,0.2363636363636363,0,0,1,1,0,5,Low,Personal/Lifestyle
L1351,29,Male,Bartender,38000,8000,Education,605,0,"I need this for a mandatory drug test to get a union job, but I'm currently unemployed and broke. This feels impossible.",0,Negative,0.716842770576477,2,38000,0.2105263157894736,2,3,1,0,1,18,High,Personal/Lifestyle
L1352,62,Female,Retired,72000,11000,Personal,782,1,Funding a trip to visit a distant relative who is unwell.,1,Neutral,0.5298115611076355,1,72000,0.1527777777777778,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1353,35,Male,Sales Manager,92000,22000,Business,725,1,Investment in advanced CRM software to manage larger client portfolio.,1,Neutral,0.4858220219612121,1,92000,0.2391304347826087,1,1,1,1,1,10,Medium,Business/Investment
L1354,24,Female,Clerk,31000,5500,Medical,592,0,"I have a severe dental infection, and I need this money today to see a specialist, or I risk sepsis. I am begging for help.",0,Negative,0.8029395937919617,2,31000,0.1774193548387097,2,3,0,0,1,16,High,Personal/Lifestyle
L1355,49,Male,Engineer,140000,44000,Home,812,1,Securing financing for a major overhaul of the home's electrical system.,1,Neutral,0.5058981776237488,1,140000,0.3142857142857143,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1356,57,Female,HR Director,122000,29000,Education,795,1,Sponsoring travel expenses for my team to attend a crucial industry certification workshop.,1,Neutral,0.5712803602218628,1,122000,0.2377049180327868,1,0,1,1,1,7,Medium,Business/Investment
L1357,32,Male,Truck Driver,70000,16000,Personal,662,3,Need funds to cover the cost of a new commercial driver physical exam required for contract renewal.,0,Neutral,0.5558096170425415,1,70000,0.2285714285714285,1,2,1,2,2,15,High,Basic Needs/Survival
L1358,46,Female,Nurse,85000,19000,Medical,738,1,Funding specialized certification in advanced pediatric life support.,1,Neutral,0.4370395541191101,1,85000,0.2235294117647059,1,1,1,1,1,10,Medium,Basic Needs/Survival
L1359,20,Male,Security Guard,26000,3500,Education,530,0,"I need this for my last semester's registration fee; if I miss it, I lose my financial aid package. I'm completely out of money.",0,Very Negative,0.5812490582466125,1,26000,0.1346153846153846,1,3,0,0,1,13,High,Personal/Lifestyle
L1360,64,Female,Professor,115000,14000,Business,785,1,Small capital infusion to cover publication fees for a major research paper.,1,Neutral,0.4621951282024383,1,115000,0.1217391304347826,1,0,0,1,1,5,Low,Business/Investment
L1361,39,Male,Mechanic,64000,16000,Home,685,3,Emergency repair needed for a collapsing retaining wall on my property.,0,Neutral,0.7037991881370544,2,64000,0.25,1,2,1,2,0,15,High,Basic Needs/Survival
L1362,47,Female,Accountant,100000,25000,Education,770,1,Financing specialized tax law seminars for complex corporate filings.,1,Neutral,0.5808049440383911,1,100000,0.25,1,0,1,1,1,7,Medium,Business/Investment
L1363,27,Male,Warehouse Associate,40000,9000,Personal,600,2,I need to pay off a credit card debt that is reaching its limit before incurring higher penalties. Trying to manage better.,0,Negative,0.6533170938491821,1,40000,0.225,2,3,1,1,2,18,High,Basic Needs/Survival
L1364,51,Female,Executive,185000,48000,Home,838,1,Securing financing for the down payment on a second vacation property.,1,Neutral,0.5004966259002686,1,185000,0.2594594594594595,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1365,34,Male,Data Entry Clerk,44000,7500,Education,630,1,Paying for required professional exam fees to qualify for a promotion.,0,Neutral,0.520433783531189,1,44000,0.1704545454545454,1,3,0,1,1,14,High,Personal/Lifestyle
L1366,59,Female,Manager,118000,26000,Business,778,1,Acquisition of specialized inventory tracking hardware for all branch locations.,1,Neutral,0.5081184506416321,1,118000,0.2203389830508474,1,0,1,1,1,7,Medium,Business/Investment
L1367,23,Male,Waiter,29000,5500,Personal,570,1,Need funds to cover the cost of a rental car while mine is in the shop; need to keep my job.,0,Neutral,0.5734598636627197,1,29000,0.1896551724137931,1,3,0,1,2,15,High,Personal/Lifestyle
L1368,42,Female,Librarian,58000,12000,Medical,715,2,Covering specialist co-pays for ongoing chronic condition management.,1,Neutral,0.4896641671657562,1,58000,0.2068965517241379,1,1,1,1,1,10,Medium,Personal/Lifestyle
L1369,46,Male,Sales Director,115000,32000,Home,800,1,Financing the installation of a commercial-grade water purification system.,1,Neutral,0.4870882332324981,1,115000,0.2782608695652174,1,0,1,1,0,6,Medium,Business/Investment
L1370,31,Female,Nurse,72000,14000,Education,740,1,Paying for advanced certification in pediatric trauma response.,1,Neutral,0.5034837126731873,1,72000,0.1944444444444444,1,1,0,1,1,8,Medium,Basic Needs/Survival
L1371,53,Male,Scientist,162000,42000,Business,820,1,Purchasing proprietary laboratory testing kits for rapid analysis.,1,Neutral,0.4999061524868011,1,162000,0.2592592592592592,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1372,28,Female,Graphic Designer,64000,13000,Personal,690,2,Need funds to cover unexpected legal consultation fees related to a copyright issue.,1,Neutral,0.6005682349205017,1,64000,0.203125,1,2,1,1,2,14,High,Personal/Lifestyle
L1373,66,Male,Retired,76000,8000,Medical,808,1,Covering costs for necessary dental crown replacements.,1,Neutral,0.5262163281440735,1,76000,0.1052631578947368,1,0,0,1,1,5,Low,Basic Needs/Survival
L1374,37,Female,Teacher,68000,17000,Education,728,1,Funding advanced training in STEM education methodologies.,1,Neutral,0.4410936236381531,1,68000,0.25,1,1,1,1,1,10,Medium,Basic Needs/Survival
L1375,40,Male,Accountant,95000,22000,Home,755,2,Need funds to cover a major plumbing overhaul in the basement level of the house.,0,Neutral,0.5938627123832703,1,95000,0.231578947368421,1,0,1,1,0,6,Medium,Basic Needs/Survival
L1376,22,Female,Receptionist,34000,4500,Personal,582,0,"My car insurance just lapsed, and I need this money immediately to pay the reinstatement fee or I can't drive to work.",0,Negative,0.5882246494293213,1,34000,0.1323529411764706,2,3,0,0,2,15,High,Personal/Lifestyle
L1377,50,Male,Engineer,138000,40000,Business,808,1,Acquisition of a specialized automated welding robot for our fabrication line.,1,Neutral,0.4752264320850372,1,138000,0.2898550724637681,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1378,45,Female,HR Manager,102000,19000,Education,765,1,Sponsoring employee travel for a critical multi-day compliance training.,1,Neutral,0.5098717212677002,1,102000,0.1862745098039215,1,0,0,1,1,5,Low,Business/Investment
L1379,33,Male,Construction Worker,56000,15000,Personal,635,3,Need funds to cover unexpected specialized material costs for a large custom build I'm on.,0,Neutral,0.6685747504234314,2,56000,0.2678571428571428,1,3,1,2,2,20,High,Business/Investment
L1380,58,Female,Administrator,86000,17000,Medical,750,2,Covering costs for ongoing specialized physical therapy sessions.,1,Neutral,0.5252715945243835,1,86000,0.1976744186046511,1,0,0,1,1,5,Low,Personal/Lifestyle
L1381,25,Male,Electrician Apprentice,40000,11000,Business,625,0,I took out a high-interest loan based on a promise of work that fell through. I am now struggling to pay the interest alone.,0,Negative,0.5523949265480042,1,40000,0.275,2,3,1,0,1,16,High,Personal/Lifestyle
L1382,48,Female,Doctor,225000,68000,Home,852,1,Financing the construction of a dedicated home office/studio space.,1,Neutral,0.4609310328960418,1,225000,0.3022222222222222,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1383,30,Male,Software Engineer,120000,30000,Education,785,1,Aggressively paying down the final portion of my graduate school debt.,1,Very Negative,0.6240152716636658,1,120000,0.25,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1384,61,Female,Retired,54000,6000,Personal,760,2,Covering unexpected high costs for home security monitoring services.,1,Neutral,0.9611091613769532,2,54000,0.1111111111111111,1,0,0,1,2,8,Medium,Personal/Lifestyle
L1385,21,Male,Security Guard,27000,5000,Personal,540,0,I am in serious financial trouble due to a family emergency and need this cash to cover outstanding rent arrears. I'm totally desperate.,0,Very Negative,0.9923712611198424,2,27000,0.1851851851851851,1,3,0,0,2,16,High,Personal/Lifestyle
L1386,44,Female,Teacher,76000,16000,Medical,740,1,Covering specialist co-pays for my child's recurring condition.,1,Neutral,0.5442512035369873,1,76000,0.2105263157894736,1,1,1,1,1,10,Medium,Personal/Lifestyle
L1387,38,Male,Truck Driver,80000,20000,Home,665,3,Need funds for an emergency roof repair before the rainy season starts in earnest.,0,Neutral,0.6291570663452148,1,80000,0.25,1,2,1,2,0,13,High,Basic Needs/Survival
L1388,52,Female,Financial Analyst,155000,38000,Business,815,1,"Investment in a secure, diversified municipal bond portfolio.",1,Neutral,0.4616230130195617,1,155000,0.2451612903225806,1,0,1,1,1,7,Medium,Business/Investment
L1389,28,Male,Photographer,46000,10000,Education,650,1,Purchasing specialized editing software and training package for advanced digital art services.,0,Neutral,0.4733534157276153,1,46000,0.217391304347826,1,2,1,1,1,13,High,Personal/Lifestyle
L1390,55,Female,Manager,110000,23000,Personal,790,1,Funding travel for an extended family gathering overseas.,1,Neutral,0.504368007183075,1,110000,0.209090909090909,1,0,1,1,2,8,Medium,Personal/Lifestyle
L1391,32,Male,Carpenter,61000,14000,Home,685,2,"Replacing old, inefficient attic insulation to reduce heating/cooling bills.",1,Neutral,0.5243531465530396,1,61000,0.2295081967213114,1,2,1,1,0,12,High,Basic Needs/Survival
L1392,49,Female,Nurse,94000,22000,Medical,758,1,Financing advanced training in geriatric mental health.,1,Neutral,0.5175608992576599,1,94000,0.2340425531914893,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1393,24,Male,Fast Food Worker,25000,3500,Personal,540,0,I need this money to pay an overdue utility bill before service is shut off. I cannot live without heat.,0,Negative,0.5889661908149719,1,25000,0.14,2,3,0,0,2,15,High,Personal/Lifestyle
L1394,60,Female,Librarian,66000,10000,Education,745,1,Sponsoring library access programs for underprivileged youth.,1,Neutral,0.4761034846305847,1,66000,0.1515151515151515,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1395,36,Male,Sales Representative,84000,19000,Business,715,1,"Need capital for new, higher-capacity commercial vehicle lease.",1,Negative,0.6673777103424072,2,84000,0.2261904761904762,2,1,1,1,1,13,High,Business/Investment
L1396,41,Female,Accountant,98000,24000,Home,768,2,Funding necessary mold remediation inside the basement walls.,0,Neutral,0.6307117342948914,1,98000,0.2448979591836734,1,0,1,1,0,6,Medium,Basic Needs/Survival
L1397,29,Male,Bartender,39000,8000,Personal,600,0,I've made poor spending choices recently and need this loan just to cover minimum payments on my credit cards. I feel overwhelmed.,0,Negative,0.3236699104309082,0,39000,0.2051282051282051,2,3,1,0,2,15,High,Personal/Lifestyle
L1398,53,Female,Professor,122000,34000,Education,810,1,Funding a significant international academic conference presentation.,1,Neutral,0.5153729319572449,1,122000,0.2786885245901639,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1399,47,Male,Pilot,180000,50000,Business,828,1,Acquisition of upgraded avionics systems for my private aircraft.,1,Neutral,0.5053095817565918,1,180000,0.2777777777777778,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1400,35,Female,Software Developer,115000,28000,Personal,780,1,Need short-term liquidity while waiting for a significant performance bonus to clear.,1,Neutral,0.4911209046840668,1,115000,0.2434782608695652,1,0,1,1,2,8,Medium,Business/Investment
L1401,23,Male,Delivery Driver,33000,6500,Medical,595,1,Covering the cost of an urgent MRI scan related to a workplace injury.,0,Neutral,0.5163958668708801,1,33000,0.1969696969696969,1,3,0,1,1,14,High,Basic Needs/Survival
L1402,56,Female,Doctor,220000,70000,Home,850,1,Financing a major structural addition to the primary residence.,1,Neutral,0.5396903157234192,1,220000,0.3181818181818182,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1403,30,Male,Graphic Designer,64000,15000,Business,695,2,Need to hire a freelance web developer to overhaul my business portfolio site.,1,Neutral,0.5438140630722046,1,64000,0.234375,1,2,1,1,1,13,High,Business/Investment
L1404,62,Female,Retired,61000,7000,Medical,775,1,Covering costs for elective but necessary joint replacement surgery.,1,Neutral,0.4906599223613739,1,61000,0.1147540983606557,1,0,0,1,1,5,Low,Basic Needs/Survival
L1405,38,Male,Accountant,93000,20000,Education,750,1,Paying for advanced financial modeling training essential for career progression.,1,Neutral,0.5190775394439697,1,93000,0.2150537634408602,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1406,26,Female,Retail Associate,39000,9000,Personal,620,0,"I am struggling to pay my storage unit fees, and I need this cash to prevent them from selling my belongings. I feel desperate.",0,Negative,0.6944068074226379,2,39000,0.2307692307692307,2,3,1,0,2,19,High,Personal/Lifestyle
L1407,49,Male,Engineer,145000,42000,Business,818,1,Investment in a cutting-edge 3D printing system for rapid prototyping.,1,Neutral,0.4448707699775696,1,145000,0.2896551724137931,1,0,1,1,1,7,Medium,Business/Investment
L1408,54,Female,Manager,114000,25000,Home,790,1,Financing a comprehensive solar energy system installation for the home.,1,Neutral,0.4817733466625213,1,114000,0.219298245614035,1,0,1,1,0,6,Medium,Personal/Lifestyle
