loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,annual_income_safe,loan_to_income_ratio,dependents_bucket,risk_category,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category_rules,risk_context
L1443,36,Male,Software Developer,130000,34000,Personal,800,1,Need liquidity to execute a tax-advantageous investment restructuring strategy.,1,Positive,130000,0.26153846153846155,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Need liquidity to execute a tax-advantageous investment restructuring strategy.
credit_score: 800
annual_income: 130000
loan_amount: 34000
loan_to_income_ratio: 0.262
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1444,44,Female,Manager,112000,27000,Home,778,1,Financing a complete upgrade of the home's water intrusion prevention systems.,1,Positive,112000,0.24107142857142858,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing a complete upgrade of the home's water intrusion prevention systems.
credit_score: 778
annual_income: 112000
loan_amount: 27000
loan_to_income_ratio: 0.241
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1445,29,Male,Bartender,39000,8500,Education,610,0,"I need this for mandatory safety training for a construction job I was offered, but my savings are nonexistent. I'm desperate for the chance to earn more.",0,Negative,39000,0.21794871794871795,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this for mandatory safety training for a construction job I was offered, but my savings are nonexistent. I'm desperate for the chance to earn more.
credit_score: 610
annual_income: 39000
loan_amount: 8500
loan_to_income_ratio: 0.218
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L1446,62,Female,Retired,74000,12000,Personal,788,1,Funding a long-desired luxury cruise vacation.,1,Positive,74000,0.16216216216216217,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Funding a long-desired luxury cruise vacation.
credit_score: 788
annual_income: 74000
loan_amount: 12000
loan_to_income_ratio: 0.162
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1447,35,Male,Sales Manager,94000,23000,Business,730,1,Investment in advanced market analysis software for territory expansion.,1,Positive,94000,0.24468085106382978,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Investment in advanced market analysis software for territory expansion.
credit_score: 730
annual_income: 94000
loan_amount: 23000
loan_to_income_ratio: 0.245
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1448,24,Female,Clerk,32000,6000,Medical,598,0,"I have a severe infection requiring immediate prescription antibiotics, but I can't afford the refill. I'm worried about my health.",0,Negative,32000,0.1875,0,High,2,3,0,0,1,12,High,"Applicant statement: I have a severe infection requiring immediate prescription antibiotics, but I can't afford the refill. I'm worried about my health.
credit_score: 598
annual_income: 32000
loan_amount: 6000
loan_to_income_ratio: 0.188
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L1449,49,Male,Engineer,142000,46000,Home,815,1,"Securing financing for a large, custom-built outdoor kitchen and entertainment area.",1,Positive,142000,0.323943661971831,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Securing financing for a large, custom-built outdoor kitchen and entertainment area.
credit_score: 815
annual_income: 142000
loan_amount: 46000
loan_to_income_ratio: 0.324
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1450,57,Female,HR Director,125000,30000,Education,798,1,Sponsoring several high-potential employees for advanced management training abroad.,1,Positive,125000,0.24,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring several high-potential employees for advanced management training abroad.
credit_score: 798
annual_income: 125000
loan_amount: 30000
loan_to_income_ratio: 0.24
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1451,32,Male,Truck Driver,72000,17000,Personal,668,3,Need funds to cover an unexpected major repair to my truck's refrigeration unit.,0,Negative,72000,0.2361111111111111,3+,Medium,2,2,1,2,2,14,High,"Applicant statement: Need funds to cover an unexpected major repair to my truck's refrigeration unit.
credit_score: 668
annual_income: 72000
loan_amount: 17000
loan_to_income_ratio: 0.236
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1452,46,Female,Nurse,87000,20000,Medical,742,1,Funding advanced certification in cardiac care for critical patients.,1,Positive,87000,0.22988505747126436,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Funding advanced certification in cardiac care for critical patients.
credit_score: 742
annual_income: 87000
loan_amount: 20000
loan_to_income_ratio: 0.23
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1453,20,Male,Security Guard,27000,4000,Education,535,0,"I need this money for my final semester fees; if I miss the payment, I lose my scholarship. I have nowhere else to turn.",0,Negative,27000,0.14814814814814814,0,High,2,3,0,0,1,12,High,"Applicant statement: I need this money for my final semester fees; if I miss the payment, I lose my scholarship. I have nowhere else to turn.
credit_score: 535
annual_income: 27000
loan_amount: 4000
loan_to_income_ratio: 0.148
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L1454,64,Female,Professor,118000,15000,Business,790,1,Small capital infusion to support a graduate student's specialized field research.,1,Positive,118000,0.1271186440677966,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Small capital infusion to support a graduate student's specialized field research.
credit_score: 790
annual_income: 118000
loan_amount: 15000
loan_to_income_ratio: 0.127
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1455,39,Male,Mechanic,66000,17000,Home,690,3,Emergency repair needed for a major electrical panel failure in the house.,0,Negative,66000,0.25757575757575757,3+,Medium,2,2,1,2,0,12,High,"Applicant statement: Emergency repair needed for a major electrical panel failure in the house.
credit_score: 690
annual_income: 66000
loan_amount: 17000
loan_to_income_ratio: 0.258
number_of_dependents: 3
loan_purpose: Home
sentiment: Negative"
L1456,47,Female,Accountant,102000,26000,Education,772,1,Financing specialized training in international tax compliance.,1,Positive,102000,0.2549019607843137,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing specialized training in international tax compliance.
credit_score: 772
annual_income: 102000
loan_amount: 26000
loan_to_income_ratio: 0.255
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1457,27,Male,Warehouse Associate,41000,9500,Personal,605,2,Need to pay off a high-interest credit card that is near its limit before the next penalty cycle hits. Trying to stabilize.,0,Negative,41000,0.23170731707317074,1-2,High,2,3,1,1,2,16,High,"Applicant statement: Need to pay off a high-interest credit card that is near its limit before the next penalty cycle hits. Trying to stabilize.
credit_score: 605
annual_income: 41000
loan_amount: 9500
loan_to_income_ratio: 0.232
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L1458,51,Female,Executive,190000,50000,Home,840,1,Securing financing for the down payment on a prime investment property.,1,Positive,190000,0.2631578947368421,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Securing financing for the down payment on a prime investment property.
credit_score: 840
annual_income: 190000
loan_amount: 50000
loan_to_income_ratio: 0.263
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1459,34,Male,Data Entry Clerk,45000,8000,Education,635,1,Paying for a specialized certification in cloud services administration.,0,Positive,45000,0.17777777777777778,1-2,High,0,3,0,1,1,11,High,"Applicant statement: Paying for a specialized certification in cloud services administration.
credit_score: 635
annual_income: 45000
loan_amount: 8000
loan_to_income_ratio: 0.178
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1460,59,Female,Manager,120000,28000,Business,782,1,Acquisition of advanced AI-driven customer service platform.,1,Positive,120000,0.23333333333333334,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of advanced AI-driven customer service platform.
credit_score: 782
annual_income: 120000
loan_amount: 28000
loan_to_income_ratio: 0.233
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1461,23,Male,Waiter,30000,6000,Personal,575,1,"Need funds to cover moving expenses as I start a new, salaried position next month.",0,Positive,30000,0.2,1-2,High,0,3,0,1,2,12,High,"Applicant statement: Need funds to cover moving expenses as I start a new, salaried position next month.
credit_score: 575
annual_income: 30000
loan_amount: 6000
loan_to_income_ratio: 0.2
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1462,42,Female,Librarian,59000,13000,Medical,720,2,Covering costs for specialized vision therapy for a chronic condition.,1,Negative,59000,0.22033898305084745,1-2,Low,2,1,1,1,1,9,High,"Applicant statement: Covering costs for specialized vision therapy for a chronic condition.
credit_score: 720
annual_income: 59000
loan_amount: 13000
loan_to_income_ratio: 0.22
number_of_dependents: 2
loan_purpose: Medical
sentiment: Negative"
L1463,46,Male,Sales Director,118000,34000,Home,805,1,Financing the installation of a geothermal heating and cooling system.,1,Positive,118000,0.288135593220339,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the installation of a geothermal heating and cooling system.
credit_score: 805
annual_income: 118000
loan_amount: 34000
loan_to_income_ratio: 0.288
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1464,31,Female,Nurse,74000,15000,Education,745,1,Paying for advanced leadership development programs within the hospital network.,1,Positive,74000,0.20270270270270271,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Paying for advanced leadership development programs within the hospital network.
credit_score: 745
annual_income: 74000
loan_amount: 15000
loan_to_income_ratio: 0.203
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1465,53,Male,Scientist,165000,44000,Business,822,1,Purchasing new clean-room equipment necessary for upcoming contract work.,1,Positive,165000,0.26666666666666666,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Purchasing new clean-room equipment necessary for upcoming contract work.
credit_score: 822
annual_income: 165000
loan_amount: 44000
loan_to_income_ratio: 0.267
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1466,28,Female,Graphic Designer,66000,14000,Personal,695,2,Need funds to cover attorney fees related to trademark registration for my freelance business.,1,Neutral,66000,0.21212121212121213,1-2,Medium,1,2,1,1,2,12,High,"Applicant statement: Need funds to cover attorney fees related to trademark registration for my freelance business.
credit_score: 695
annual_income: 66000
loan_amount: 14000
loan_to_income_ratio: 0.212
number_of_dependents: 2
loan_purpose: Personal
sentiment: Neutral"
L1467,66,Male,Retired,78000,9000,Medical,810,1,Covering costs for a minor elective surgery that improves long-term mobility.,1,Positive,78000,0.11538461538461539,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Covering costs for a minor elective surgery that improves long-term mobility.
credit_score: 810
annual_income: 78000
loan_amount: 9000
loan_to_income_ratio: 0.115
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1468,37,Female,Teacher,70000,18000,Education,732,1,Funding a year-long research fellowship opportunity.,1,Positive,70000,0.2571428571428571,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Funding a year-long research fellowship opportunity.
credit_score: 732
annual_income: 70000
loan_amount: 18000
loan_to_income_ratio: 0.257
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1469,40,Male,Accountant,97000,23000,Home,760,2,Need funds for an emergency replacement of the main water line leading into the house.,0,Negative,97000,0.23711340206185566,1-2,Low,2,0,1,1,0,5,Medium,"Applicant statement: Need funds for an emergency replacement of the main water line leading into the house.
credit_score: 760
annual_income: 97000
loan_amount: 23000
loan_to_income_ratio: 0.237
number_of_dependents: 2
loan_purpose: Home
sentiment: Negative"
L1470,22,Female,Receptionist,35000,5000,Personal,588,0,My landlord requires a substantial deposit for a pet I adopted; I can't afford it otherwise and risk losing my housing. I feel terrible.,0,Negative,35000,0.14285714285714285,0,High,2,3,0,0,2,13,High,"Applicant statement: My landlord requires a substantial deposit for a pet I adopted; I can't afford it otherwise and risk losing my housing. I feel terrible.
credit_score: 588
annual_income: 35000
loan_amount: 5000
loan_to_income_ratio: 0.143
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1471,50,Male,Engineer,140000,42000,Business,810,1,Acquisition of specialized materials testing equipment.,1,Neutral,140000,0.3,1-2,Low,1,0,1,1,1,5,Medium,"Applicant statement: Acquisition of specialized materials testing equipment.
credit_score: 810
annual_income: 140000
loan_amount: 42000
loan_to_income_ratio: 0.3
number_of_dependents: 1
loan_purpose: Business
sentiment: Neutral"
L1472,45,Female,HR Manager,104000,20000,Education,770,1,Sponsoring employee relocation costs for key positions in a new office.,1,Positive,104000,0.19230769230769232,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Sponsoring employee relocation costs for key positions in a new office.
credit_score: 770
annual_income: 104000
loan_amount: 20000
loan_to_income_ratio: 0.192
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1473,33,Male,Construction Worker,58000,16000,Personal,640,3,Need funds to cover the high cost of specialized safety harnesses required for my current project.,0,Negative,58000,0.27586206896551724,3+,Medium,2,3,1,2,2,17,High,"Applicant statement: Need funds to cover the high cost of specialized safety harnesses required for my current project.
credit_score: 640
annual_income: 58000
loan_amount: 16000
loan_to_income_ratio: 0.276
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1474,58,Female,Administrator,88000,18000,Medical,755,2,Covering costs for a prolonged rehabilitation program after a recent surgery.,1,Negative,88000,0.20454545454545456,1-2,Low,2,0,1,1,1,6,Medium,"Applicant statement: Covering costs for a prolonged rehabilitation program after a recent surgery.
credit_score: 755
annual_income: 88000
loan_amount: 18000
loan_to_income_ratio: 0.205
number_of_dependents: 2
loan_purpose: Medical
sentiment: Negative"
